/* DATA DESCRIPTION:
Citation:	Buchmann, Nina; Temperton, Vicky (2015): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2003). PANGAEA, https://doi.org/10.1594/PANGAEA.846317, 
B1A17	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.000	59.000	524.000		188.000																																				336.000																							
B1A17	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.150	47.675	388.200	18.150																																																												
B1A17	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	291.000	129.000		96.600																																				32.400																							
B1A17	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	94.000	299.000		79.000																																				220.000																							
B1A17	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	145.000	373.000		33.000																																				340.000																							
B1A17	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	44.500	118.000		39.000																																				79.000																							
B1A17	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	143.625	229.750	0.000																																																												
B1A18	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	2.000	103.000																										103.000																																			
B1A18	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.600	280.000																										280.000																																			
B1A18	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	1.000	206.000																										206.000																																			
B1A18	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	101.000																										101.000																																			
B1A18	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.900	172.500																																																													
B1A18	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	18.000	196.200																										196.200																																			
B1A18	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	56.000	10.000																										10.000																																			
B1A18	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	23.000	56.000																										56.000																																			
B1A18	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	45.000	72.000																										72.000																																			
B1A18	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	35.500	83.550	0.025																																																												
B1A19	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	70.000	869.000				788.000									0.000													80.000						1.000																													
B1A19	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.000	58.500	522.000				426.000									0.000													96.000						0.000																													
B1A19	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.200	76.000	908.600				823.000									0.000													85.000						0.600																													
B1A19	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.100	39.000	321.000				289.000									0.000													32.000						0.000																													
B1A19	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.325	60.875	655.150	5.775																																																												
B1A19	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	27.000	236.000				198.000									0.000													38.000						0.000																													
B1A19	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	155.000				96.000									0.000													59.000						0.000																													
B1A19	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	86.000	353.000				340.000									0.000													13.000						0.000																													
B1A19	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	62.000	168.000				134.000									0.000													34.000						0.000																													
B1A19	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	43.750	228.000	0.400																																																												
B1A20	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	27.000	21.000	577.000																		0.000	0.000		6.000	0.000	67.000						12.000	88.000										0.000		21.000				0.000		0.000			246.000		15.000		24.000			41.000		57.000	
B1A20	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	28.600	785.600																		0.000	0.000		37.000	0.700	3.000						9.300	34.000										0.000		0.000				0.000		0.000			637.000		7.000		38.000			9.000		10.600	
B1A20	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.000	10.000	183.500																		0.000	1.000		0.800	0.000	66.000						0.000	15.300										0.200		0.000				0.200		0.000			0.000		9.000		8.000			83.000		0.000	
B1A20	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.400	20.300	486.800																		0.000	0.200		0.000	0.000	84.000						1.700	16.300										6.200		0.000				0.100		0.000			300.000		1.200		24.000			41.300		11.800	
B1A20	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	8.100	19.975	508.225	5.200																																																												
B1A20	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	138.000	291.300																		0.000	0.000		0.000	0.000	30.000						5.000	38.000										1.000		23.000				0.000		0.000			174.300		0.000		17.000			3.000		0.000	
B1A20	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	184.140																		0.000	0.000		0.000	0.000	0.000						0.140	66.000										0.000		0.000				0.000		0.000			36.000		0.000		50.000			32.000		0.000	
B1A20	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	173.000	417.500																		0.000	0.000		20.500	0.000	6.000						0.000	225.000										0.000		0.000				0.000		0.000			48.000		0.000		0.000			118.000		0.000	
B1A20	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	666.600																		0.000	1.600		0.000	0.000	15.400						0.000	73.000										0.000		84.000				0.000		0.000			424.000		4.600		29.000			35.000		0.000	
B1A20	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	77.750	389.885	0.250																																																												
B1A21	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	21.000	498.000										72.000			0.000																	369.000							57.000																								
B1A21	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.000	21.100	1029.000										96.000			0.000																	424.000							509.000																								
B1A21	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	0.000										0.000			0.000																	0.000							0.000																								
B1A21	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	20.500	447.000										27.000			0.000																	257.000							163.000																								
B1A21	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.250	15.650	493.500	2.050																																																												
B1A21	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	74.200	436.900										7.500			0.000																	426.000							3.400																								
B1A21	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	43.500	167.500										5.000			0.000																	162.500							0.000																								
B1A21	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	82.400	337.100										19.000			0.000																	306.600							11.500																								
B1A21	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	61.700	437.500										10.500			0.000																	427.000							0.000																								
B1A21	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	65.450	344.750	1.500																																																												
B1A22	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	14.000	53.000	566.800		0.000	0.000	77.000	9.000	0.000	0.000	0.000	181.000	0.000	0.000	0.000	0.000	0.000	0.000	54.000	26.000	0.000	0.000	0.000	0.000	0.000	26.000	0.000	0.000	0.000	0.000	41.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	34.000	0.000	0.000	0.800	0.000	0.000	83.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
B1A22	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.000	24.000	485.300		12.000	0.700	0.000	0.000	0.000	0.000	2.000	180.000	0.000	12.000	3.000	0.000	14.000	0.000	21.000	0.000	0.000	0.200	3.300	0.000	0.000	16.300	3.000	0.000	0.000	0.000	0.000	0.000	68.000	0.000	0.000	0.000	0.000	0.000	95.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	6.000	11.000	0.000	0.000	25.000	3.000	0.000	0.000
B1A22	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.400	19.300	409.800		3.000	0.000	61.000	5.000	0.000	0.000	0.000	4.000	5.000	1.000	0.000	0.000	3.500	1.000	49.000	5.000	0.000	0.000	0.000	0.000	1.400	18.000	0.000	0.000	0.000	0.000	0.000	2.000	44.000	0.000	0.000	0.000	0.000	11.000	0.000	72.000	3.000	0.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	0.000	0.000	1.000	72.000	2.000	8.000	7.000	6.000	0.000	0.000	10.000	9.000	2.000	0.000
B1A22	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.300	65.000	462.900		0.000	0.000	7.000	0.100	0.000	0.100	0.000	29.000	60.000	7.000	1.900	0.000	6.000	0.000	17.000	1.800	0.000	0.000	0.000	6.000	0.000	6.300	0.000	0.000	0.800	0.000	46.000	0.000	2.000	0.000	0.000	0.000	0.000	25.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	11.000	0.000	0.000	0.000	1.400	0.000	26.000	0.000	0.800	0.100	0.500	2.700	0.000	0.400	0.000	174.000	26.000	0.000	0.000
B1A22	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.425	40.325	481.200	0.125																																																												
B1A22	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.000	185.000	566.800		0.200	0.000	204.000	0.000	0.000	0.000	41.000	1.000	0.000	26.000	0.000	0.000	0.000	0.200	1.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.700	0.000	27.000	0.000	14.000	14.000	0.200	0.000	0.000	0.100	74.000	0.000	0.000	0.000	0.000	0.000	0.000	2.400	145.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	3.000	0.000
B1A22	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.200	144.000	568.500		0.100	0.000	47.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.300	1.600	0.000	0.000	0.000	1.100	0.000	0.000	0.000	0.000	0.100	0.000	36.900	1.200	8.200	0.000	0.000	1.200	0.000	1.500	0.000	0.000	296.900	0.700	0.200	0.500	17.000	9.200	0.000	0.000	0.000	0.000	0.000	4.000	0.000	53.900	0.000	0.000	0.000	6.800	0.000	0.000	71.800	0.000	0.000	7.400
B1A22	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	158.000	433.800		13.400	0.000	38.700	0.000	0.000	2.600	0.000	0.400	0.000	23.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	2.300	2.000	38.200	3.800	0.000	0.000	0.000	16.000	0.300	15.400	0.000	0.000	0.000	0.000	10.600	0.000	0.000	26.500	0.600	0.000	0.000	0.500	2.800	2.500	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	3.100	0.000	218.600	0.000	0.000	8.000	0.000	0.000	0.000
B1A22	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.000	59.000	359.130		0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.000	0.000	0.000	22.000	5.500	0.000	0.000	0.000	0.000	2.300	4.000	0.000	23.000	0.000	0.000	4.000	0.000	0.000	0.000	62.000	0.000	0.000	0.000	0.000	64.000	0.000	0.000	0.000	0.400	0.000	0.000	3.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	63.000	0.000	0.000	6.000	0.000	0.030	1.100
B1A22	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.550	136.500	482.058	0.025																																																												
B2A01	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.000	65.000	756.000			45.000																							6.000																136.000																	569.000		
B2A01	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.000	28.000	1068.000			17.000																							49.000																352.000																	650.000		
B2A01	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	16.000	50.000			28.000																							22.000																0.000																	0.000		
B2A01	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.200	32.000	586.000			33.000																							12.000																205.000																	336.000		
B2A01	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.300	35.250	615.000	11.000																																																												
B2A01	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	49.000	430.200			4.200																							3.000																160.000																	263.000		
B2A01	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	162.000	413.000			6.000																							1.000																284.000																	122.000		
B2A01	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	172.000	266.100			10.000																							0.100																144.000																	112.000		
B2A01	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	167.500	127.600			0.100																							3.000																73.000																	51.500		
B2A01	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	137.625	309.225	21.167																																																												
B2A02	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	542.000											477.000						65.000																																												
B2A02	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	71.000	537.000											467.000						70.000																																												
B2A02	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	49.000	486.000											440.000						46.000																																												
B2A02	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	71.000	481.000											421.000						60.000																																												
B2A02	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	47.750	511.500	8.000																																																												
B2A02	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	31.000	41.000											38.000						3.000																																												
B2A02	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	2.200	210.500											171.500						39.000																																												
B2A02	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	41.000	65.000											44.000						21.000																																												
B2A02	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.800	12.200	38.700											22.000						16.700																																												
B2A02	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.450	21.600	88.800	0.000																																																												
B2A03	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	14.500	112.000	1038.740		0.300	0.100	257.000	1.000	0.040	0.000	0.000	150.000	0.000	0.900	7.000	0.000	0.000	0.000	33.000	0.000	0.000	0.000	0.000	0.000	0.000	25.000	0.000	0.000	1.400	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	17.000	0.000	425.000	9.700	0.000	0.000	0.000	0.000	3.900	0.000	0.000	0.000	0.100	0.000	18.700	0.000	0.000	0.000	0.000	0.000	11.200	0.000	0.000	72.000	3.500	1.700	0.000
B2A03	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.000	44.000	504.400		0.000	2.000	15.000	0.000	0.000	0.000	0.000	18.000	0.000	5.000	4.000	0.000	17.000	1.000	45.000	0.000	0.000	0.000	0.000	3.000	0.000	13.000	1.000	0.000	3.000	0.000	0.000	1.000	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.400	0.000	2.000	0.000	0.000	26.000	0.000	0.000	0.000	0.000	0.000	34.000	1.000	156.000	0.000	2.000	0.000	77.000	0.000	0.000	61.000	0.000	8.000	1.000
B2A03	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.200	109.000	575.000		11.000	1.000	177.000	0.000	0.000	0.000	0.000	33.000	4.000	2.000	2.000	0.000	44.000	0.000	7.000	60.000	1.000	0.000	1.000	0.000	0.000	0.000	3.000	0.000	0.000	2.000	10.000	3.000	50.000	0.000	0.000	0.000	0.000	24.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	34.000	0.000	0.000	19.000	41.000	4.000	9.000
B2A03	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.000	87.000	586.000		19.000	0.000	16.000	5.000	2.000	2.000	0.000	6.000	0.000	3.000	0.000	0.000	0.000	3.000	64.000	0.000	0.000	0.000	5.000	4.000	0.000	37.000	0.000	0.000	0.000	0.000	15.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	99.000	52.000	4.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	4.000	0.000	70.000	0.000	140.000	0.000	3.000	0.000	0.000	0.000	0.000	8.000	0.000	0.000	7.000
B2A03	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.925	88.000	676.035	5.050																																																												
B2A03	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.500	58.000	286.830		26.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	2.200	0.000	0.200	0.000	2.000	19.000	0.200	5.000	0.000	0.800	1.000	0.000	0.000	19.000	0.000	0.000	5.000	0.000	8.000	0.000	13.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.000	0.000	0.000	0.000	114.000	0.000	0.000	0.400	0.000	5.000	0.000
B2A03	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	19.000	30.500	493.900		0.200	2.300	0.000	1.100	0.100	0.000	0.000	4.200	0.000	0.000	17.800	0.000	0.000	1.300	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.300	3.300	0.000	0.000	0.000	0.000	1.000	133.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	15.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	274.500	0.000	0.000	0.100	24.300	0.000	0.000	14.300	0.000	0.000	0.000
B2A03	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	47.000	215.200		0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0.000	0.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.700	0.100	0.200	2.900	0.000	0.000	0.000	0.000	0.000	0.600	16.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80.500	4.000	0.000	0.000	16.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.800	1.200	0.000
