/* DATA DESCRIPTION:
Citation:	De Luca, Enrica; Weigelt, Alexandra; Schmid, Bernhard; Fischer, Markus (2016): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2010). PANGAEA, https://doi.org/10.1594/PANGAEA.866305, 
B1A06	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.00	0.03		16.00		0.00					46.12			0.00	23.53	51.00													0.00	0.00	0.00			1.03					0.00	0.35		0.38		30.00																	3.20	11.32	234.00	175.44
B1A06	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.61	0.03		37.00		0.00					91.00			0.09	10.00	17.00													0.00	0.00	0.00			0.16					0.59	51.00		2.00		1.62																	2.60	3.72	102.00	212.10
B1A06	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.30	0.03		26.50		0.00					68.56			0.04	16.77	34.00													0.00	0.00	0.00			0.60					0.30	25.68		1.19		15.81																	2.90	7.52	168.00	193.77
B1A06	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.54	0.00		13.00		0.00					5.00			0.12	0.65	0.00													0.00	0.00	0.00			0.00					0.72	4.70		0.85		49.00																	0.00	11.00	62.00	76.58
B1A06	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.00	0.00		32.00		0.00					2.36			0.00	1.05	0.00													0.15	0.00	0.00			2.17					16.00	0.00		0.38		72.00																	0.00	7.00	68.00	131.11
B1A06	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.77	0.00		22.50		0.00					3.68			0.06	0.85	0.00													0.08	0.00	0.00			1.08					8.36	2.35		0.62		60.50																	0.00	9.00	65.00	103.84
B1A07	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													58.00		0.36														1.44	0.00	30.00	58.36
B1A07	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													27.00		24.00														0.00	0.00	79.00	51.00
B1A07	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													42.50		12.18														0.72	0.00	54.50	54.68
B1A07	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													102.00		8.26														0.00	1.34	77.00	110.26
B1A07	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													86.00		177.00														0.00	10.00	38.00	263.00
