year	plot	location	block	composition	species.richness	functional.richness	legumes	species.observed
3	R6P011	6	1	141	1	1	Yes	1
3	R6P012	6	1	144	2	1	No	2
3	R6P013	6	1	153	4	3	Yes	4
3	R6P014	6	1	143	1	1	No	1
3	R6P015	6	1	148	2	1	No	2
3	R6P017	6	1	158	8	3	Yes	7
3	R6P018	6	1	156	8	3	Yes	7
3	R6P019	6	2	149	2	1	Yes	2
3	R6P020	6	2	152	4	2	No	4
3	R6P021	6	2	6	1	1	Yes	1
3	R6P023	6	2	159	12	3	Yes	10
3	R6P024	6	2	158	8	3	Yes	6
3	R6P025	6	2	156	8	3	Yes	7
3	R6P026	6	2	155	4	3	Yes	4
3	R6P027	6	2	151	4	2	Yes	3
3	R6P028	6	2	146	2	2	Yes	2
3	R6P029	6	2	145	2	2	Yes	2
3	R6P030	6	2	113	1	1	No	1
3	R6P031	6	1	151	4	2	Yes	4
3	R6P032	6	1	145	2	2	Yes	2
3	R6P033	6	1	137	1	1	No	1
3	R6P034	6	1	147	2	2	No	2
3	R6P035	6	1	7	1	1	Yes	1
3	R6P036	6	1	3	1	1	No	1
3	R6P037	6	1	155	4	3	Yes	3
3	R6P038	6	1	152	4	2	No	4
3	R6P040	6	1	142	1	1	No	1
3	R6P041	6	1	139	1	1	No	1
3	R6P043	6	2	154	4	3	Yes	4
3	R6P044	6	2	148	2	1	No	2
3	R6P045	6	2	157	8	3	Yes	7
3	R6P046	6	2	139	1	1	No	1
3	R6P047	6	2	147	2	2	No	2
3	R6P048	6	2	3	1	1	No	1
3	R6P051	6	2	144	2	1	No	2
3	R6P052	6	2	146	2	2	Yes	2
3	R6P053	6	2	138	1	1	No	1
3	R6P054	6	2	159	12	3	Yes	10
3	R6P056	6	1	154	4	3	Yes	4
3	R6P057	6	1	140	1	1	Yes	1
3	R6P058	6	1	149	2	1	Yes	2
3	R6P059	6	1	113	1	1	No	1
3	R6P060	6	1	138	1	1	No	1
3	R6P062	6	1	150	4	2	Yes	4
3	R6P063	6	1	6	1	1	Yes	1
3	R6P066	6	1	157	8	3	Yes	7
3	R6P067	6	2	143	1	1	No	1
3	R6P068	6	2	7	1	1	Yes	1
3	R6P069	6	2	142	1	1	No	1
3	R6P072	6	2	150	4	2	Yes	3
3	S7P001	7	1	108	1	1	No	1
3	S7P002	7	1	167	2	2	Yes	2
3	S7P003	7	1	161	1	1	No	1
3	S7P004	7	1	139	1	1	No	1
3	S7P005	7	1	176	8	3	Yes	8
3	S7P006	7	1	109	1	1	No	1
3	S7P007	7	1	165	2	2	No	2
3	S7P008	7	1	164	2	1	No	2
3	S7P009	7	1	172	4	3	Yes	4
3	S7P010	7	1	160	1	1	No	1
3	S7P011	7	1	169	4	3	Yes	4
3	S7P012	7	1	177	12	3	Yes	12
3	S7P013	7	1	168	2	2	Yes	2
3	S7P014	7	1	1	1	1	No	1
3	S7P015	7	1	171	4	3	Yes	4
3	S7P016	7	1	163	1	1	No	1
3	S7P017	7	1	141	1	1	Yes	1
3	S7P018	7	1	111	1	1	No	1
3	S7P019	7	1	174	8	3	Yes	8
3	S7P020	7	1	7	1	1	Yes	1
3	S7P021	7	1	162	1	1	No	1
3	S7P022	7	1	173	8	3	Yes	8
3	S7P023	7	1	177	12	3	Yes	12
3	S7P024	7	1	9	1	1	No	1
3	S7P025	7	1	170	4	3	Yes	4
3	S7P026	7	1	175	8	3	Yes	8
3	S7P027	7	1	166	2	2	No	2
3	S7P028	7	2	175	8	3	Yes	8
3	S7P029	7	2	162	1	1	No	1
3	S7P030	7	2	168	2	2	Yes	2
3	S7P031	7	2	171	4	3	Yes	4
3	S7P032	7	2	166	2	2	No	2
3	S7P033	7	2	1	1	1	No	1
3	S7P034	7	2	177	12	3	Yes	12
3	S7P035	7	2	160	1	1	No	1
3	S7P036	7	2	169	4	3	Yes	4
3	S7P037	7	2	172	4	3	Yes	4
3	S7P038	7	2	111	1	1	No	1
3	S7P039	7	2	177	12	3	Yes	12
3	S7P040	7	2	173	8	3	Yes	8
3	S7P041	7	2	109	1	1	No	1
3	S7P042	7	2	170	4	3	Yes	4
3	S7P043	7	2	163	1	1	No	1
3	S7P044	7	2	176	8	3	Yes	8
3	S7P045	7	2	7	1	1	Yes	1
3	S7P046	7	2	164	2	1	No	2
3	S7P047	7	2	108	1	1	No	1
3	S7P048	7	2	9	1	1	No	1
3	S7P049	7	2	161	1	1	No	1
3	S7P050	7	2	165	2	2	No	2
3	S7P051	7	2	174	8	3	Yes	8
3	S7P052	7	2	167	2	2	Yes	2
3	S7P053	7	2	141	1	1	Yes	1
3	S7P054	7	2	139	1	1	No	1
3	S8P001	8	1	187	4	2	No	4
3	S8P002	8	1	191	8	1	No	8
3	S8P003	8	1	4	1	1	No	1
3	S8P005	8	1	113	1	1	No	1
3	S8P006	8	1	179	1	1	No	1
3	S8P007	8	1	143	1	1	No	1
3	S8P008	8	1	189	4	3	Yes	4
3	S8P009	8	1	141	1	1	Yes	1
3	S8P010	8	1	197	11	2	No	9
3	S8P011	8	1	188	4	2	Yes	4
3	S8P012	8	1	181	2	1	No	2
3	S8P013	8	1	185	4	1	No	4
3	S8P014	8	1	183	2	2	Yes	2
3	S8P015	8	1	190	4	3	Yes	4
3	S8P017	8	1	198	11	2	Yes	9
3	S8P018	8	1	2	1	1	No	1
3	S8P020	8	1	16	2	2	No	2
3	S8P022	8	1	5	1	1	No	1
3	S8P023	8	1	182	2	2	Yes	2
3	S8P025	8	1	196	11	1	No	10
3	S8P026	8	1	108	1	1	No	1
3	S8P027	8	1	180	2	1	No	2
3	S8P028	8	1	200	11	3	Yes	10
3	S8P029	8	1	199	11	3	Yes	11
3	S8P031	8	1	192	8	2	No	7
3	S8P032	8	1	178	1	1	No	1
3	S8P033	8	1	194	8	3	Yes	7
3	S8P034	8	1	184	2	2	No	2
3	S8P036	8	1	7	1	1	Yes	1
3	S8P037	8	1	186	4	1	No	4
3	S8P038	8	1	9	1	1	No	1
3	S8P039	8	1	193	8	2	Yes	7
3	S8P040	8	1	195	8	3	Yes	8
3	S8P042	8	2	186	4	1	No	4
3	S8P043	8	2	198	11	2	Yes	8
3	S8P044	8	2	7	1	1	Yes	1
3	S8P045	8	2	5	1	1	No	1
3	S8P046	8	2	187	4	2	No	4
3	S8P047	8	2	194	8	3	Yes	8
3	S8P048	8	2	184	2	2	No	2
3	S8P050	8	2	192	8	2	No	8
3	S8P051	8	2	141	1	1	Yes	1
3	S8P052	8	2	113	1	1	No	1
3	S8P053	8	2	9	1	1	No	1
3	S8P055	8	2	200	11	3	Yes	10
3	S8P056	8	2	178	1	1	No	1
3	S8P059	8	2	143	1	1	No	1
3	S8P060	8	2	195	8	3	Yes	8
3	S8P061	8	2	182	2	2	Yes	2
3	S8P062	8	2	197	11	2	No	8
3	S8P063	8	2	185	4	1	No	4
3	S8P064	8	2	16	2	2	No	2
3	S8P065	8	2	2	1	1	No	1
3	S8P066	8	2	191	8	1	No	8
3	S8P068	8	2	179	1	1	No	1
3	S8P069	8	2	181	2	1	No	2
3	S8P070	8	2	183	2	2	Yes	2
3	S8P071	8	2	188	4	2	Yes	4
3	S8P072	8	2	199	11	3	Yes	10
3	S8P073	8	2	189	4	3	Yes	4
3	S8P074	8	2	108	1	1	No	1
3	S8P075	8	2	196	11	1	No	9
3	S8P076	8	2	193	8	2	Yes	8
3	S8P077	8	2	4	1	1	No	1
3	S8P078	8	2	190	4	3	Yes	4
3	S8P079	8	2	180	2	1	No	2
