/* DATA DESCRIPTION:
Citation:	Strecker, Tanja; Gonzalez, Odette; Scheu, Stefan; Eisenhauer, Nico (2015): Analysis of temporal microbial properties from experimental plots of the Jena experiment (2003-2014). PANGAEA, https://doi.org/10.1594/PANGAEA.854693, 
	In supplement to: Strecker, T et al. (2016): Functional composition of plant communities determines the spatial and temporal stability of soil microbial properties in a long-term plant diversity experiment. Oikos, (accepted), https://doi.org/10.1111/oik.03181
Abstract:	The study was carried out on the main plots (Main Experiment) of a large grassland biodiversity experiment, the Jena Experiment. In the main experiment, 82 grassland plots of 20 x 20 m were established from a pool of 60 species belonging to four functional groups (grasses, legumes, tall and small herbs). In May 2002, varying numbers of plant species from this species pool were sown into the plots to create a gradient of plant species richness (1, 2, 4, 8, 16 and 60 species) and functional richness (1, 2, 3, 4 functional groups). Plots were maintained by bi-annual weeding and mowing. This data set consists of standard deviation (SD), mean and stability (stab) of soil microbial basal respiration (µl O2/h/g dry soil) and microbial biomass carbon (µg C/g dry soil). Data were derived by taking soil samples and measuring basal and substrate-induced microbial respiration with an oxygen-consumption apparatus. Samples for calculating the temporal stability were taken every year in May/June from 2003 to 2014, except in 2005. Oxygen consumption of soil microorganisms in fresh soil equivalent to 3.5 g dry weight was measured at 22°C over a period of 24 h. Basal respiration (µlO2/g dry soil/h) was calculated as mean of the oxygen consumption rates of hours 14 to 24 after the start of measurements. Substrate- induced respiration was determined by adding D-glucose to saturate catabolic enzymes of microorganisms according to preliminary studies (4 mg g-1 dry soil solved in 400 µl deionized water). Maximum initial respiratory response (µl O2/g dry soil/h) was calculated as mean of the lowest three oxygen consumption values within the first 10 h after glucose addition. Microbial biomass carbon (µg C/g dry soil) was calculated as 38 × Maximum initial respiratory response according to prelimiray studies.
Further details:	Plot information of the Jena Main Experiment (URI: http://store.pangaea.de/Publications/Jena_Experiment/PlotInformationMainExperiment.txt)
	Treatment description (URI: http://store.pangaea.de/Publications/Jena_Experiment/TreatmentDefinitionsJuly2012.pdf)
	Anderson, J P E; Domsch, K H (1978): A physiological method for the quantitative measurement of microbial biomass in soils. Soil Biology & Biochemistry, 10(3), 215-221, https://doi.org/10.1016/0038-0717(78)90099-8
	Beck, T; Joergensen, R G; Kandeler, E; Makeschin, F; Nuss, E; Oberholzer, H R; Scheu, Stefan (1997): An inter-laboratory comparison of ten different ways of measuring soil microbial biomass C. Soil Biology & Biochemistry, 29(7), 1023-1032, https://doi.org/10.1016/S0038-0717(97)00030-8
	Scheu, Stefan (1992): Automated measurement of the respiratory response of soil microcompartments: Active microbial biomass in earthworm faeces. Soil Biology & Biochemistry, 24(11), 1113-1118, https://doi.org/10.1016/0038-0717(92)90061-2
Project(s):	The Jena Experiment (JenExp) (URI: http://www.the-jena-experiment.de/)
Coverage:	LATITUDE: 50.946100 * LONGITUDE: 11.611300
	MINIMUM DEPTH, sediment/rock: 0.05 m * MAXIMUM DEPTH, sediment/rock: 0.05 m
Event(s):	Jena_Experiment (Jena Experiment) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The temporal soil cores had a diameter from 5 cm and were taken up to 5 cm and were pooled plot-wise. The soil was sampled in plastic bags, stored at 5 degree C for max. 6 weeks until further measurements. The samples were separated into 3 parts: Phase 1 (0306) = 2003, 2004, 2006 (n = 3); Phase 2 (0710) = 2007, 2008, 2009, 2010 (n = 4), Phase 3 (1114) = 2011, 2012, 2013, and 2014 (n = 4).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: detailed explanations of plots and the plant diversity gradient are provided in the section "further details".
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 1 (0306)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, phase 1 (Temp stab BR 1), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 1 (Temp stab Cmic 1), calculated as Mean/SD
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 2 (0710)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, Phase 2 (Temp stab BR 2), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 2 (Temp stab Cmic 2), calculated as Mean/SD
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 3 (1114)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, Phase 3 (Temp stab BR 3), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 3 (Temp stab Cmic 3), calculated as Mean/SD
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	1752 data points
*/
Experimental plot	Depth [m]	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, phase 1...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, Phase 2...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, Phase 3...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)
B3A17	0.05	3	2.820	0.844	3	823.798	122.447	7	4	2.460	0.818	3	1027.103	66.069	16	4	1.738	0.296	6	992.871	202.887	5
B3A19	0.05	3	3.458	0.453	8	847.597	182.690	5	4	3.011	0.878	3	983.166	119.598	8	4	1.931	0.696	3	987.424	204.541	5
B3A20	0.05	3	3.032	0.768	4	827.917	214.132	4	4	2.872	1.048	3	1060.134	152.765	7	4	2.541	0.789	3	1117.030	172.054	6
B3A21	0.05	3	3.064	1.285	2	906.268	255.363	4	4	2.964	1.460	2	1045.183	133.670	8	4	1.549	0.331	5	867.817	168.089	5
B3A22	0.05	3	3.926	0.673	6	951.515	303.473	3	4	3.704	1.686	2	1174.314	122.278	10	4	3.496	2.043	2	1514.579	663.844	2
B3A23	0.05	3	3.845	0.427	9	898.348	218.511	4	4	4.023	2.309	2	1196.349	282.725	4	4	3.454	1.337	3	1416.700	349.380	4
B3A24	0.05	3	3.460	1.259	3	893.116	182.914	5	4	3.228	1.024	3	1130.763	67.426	17	4	2.632	0.942	3	1130.523	210.114	5
B4A01	0.05	3	3.075	0.087	35	811.000	308.416	3	4	3.638	0.887	4	1263.598	105.891	12	4	3.332	0.924	4	1208.558	133.776	9
B4A02	0.05	3	3.266	0.992	3	818.856	174.201	5	4	3.860	1.410	3	991.677	147.067	7	4	2.602	0.256	10	1058.550	233.818	5
B4A04	0.05	3	3.486	0.276	13	848.193	293.470	3	4	3.130	0.576	5	936.524	90.368	10	4	2.848	0.762	4	1129.954	149.387	8
B4A06	0.05	3	2.959	0.967	3	667.409	109.271	6	4	2.472	0.726	3	994.533	204.528	5	4	2.712	0.560	5	1147.249	163.872	7
B4A07	0.05	3	2.917	0.952	3	836.424	135.288	6	4	2.956	1.123	3	1193.166	299.243	4	4	2.755	1.156	2	1195.625	202.986	6
B4A08	0.05	3	3.064	0.186	17	652.062	102.477	6	4	3.463	0.747	5	984.138	141.429	7	4	2.867	0.653	4	1021.110	93.519	11
B4A09	0.05	3	3.888	1.169	3	899.775	126.302	7	4	2.274	0.865	3	933.513	131.972	7	4	2.395	0.770	3	1085.604	283.175	4
B4A10	0.05	3	3.943	1.333	3	841.179	214.366	4	4	3.102	0.583	5	1004.037	163.971	6	4	2.638	0.778	3	1027.271	332.896	3
B4A11	0.05	3	2.762	0.948	3	699.749	141.430	5	4	2.875	1.424	2	985.134	197.383	5	4	2.427	0.751	3	1024.303	117.190	9
B4A12	0.05	3	2.829	0.454	6	667.880	66.453	10	4	3.283	1.045	3	1064.922	406.356	3	4	2.109	0.574	4	933.013	88.095	11
B4A13	0.05	3	2.869	0.843	3	697.994	8.074	86	4	2.054	0.436	5	925.985	138.982	7	4	1.966	0.427	5	821.725	84.228	10
B4A14	0.05	3	2.779	0.895	3	706.499	106.134	7	4	3.154	0.847	4	896.197	380.952	2	4	2.348	0.670	4	929.152	258.585	4
B4A15	0.05	3	3.525	0.983	4	753.276	123.742	6	4	2.811	1.218	2	970.697	104.658	9	4	2.148	0.477	5	957.280	83.937	11
B4A16	0.05	3	3.261	0.512	6	1073.136	387.847	3	4	2.567	0.693	4	996.213	254.980	4	4	2.434	0.889	3	936.883	182.945	5
B4A17	0.05	3	2.966	0.173	17	719.694	18.276	39	4	2.898	0.958	3	822.014	227.047	4	4	1.785	0.340	5	812.917	92.862	9
B4A18	0.05	3	3.223	0.717	4	559.911	95.049	6	4	3.524	0.970	4	1077.030	147.983	7	4	2.483	0.869	3	1016.983	401.555	3
B4A20	0.05	3	3.003	0.919	3	526.312	165.283	3	4	3.099	1.548	2	1088.076	322.798	3	4	2.769	1.148	2	1088.796	224.308	5
B4A21		3	2.691	0.612	4	555.878	174.081	3	4	2.459	0.903	3	1002.718	247.542	4	4	2.049	0.265	8	867.401	103.216	8
B4A22		3	2.826	0.873	3	541.771	104.486	5	4	2.625	0.316	8	858.008	146.556	6	4	2.358	0.078	30	995.549	52.716	19
